Yonatan Gebre,UGR0143,j1mz18Ih,0929392931,Software Engineering,4,Female
Meron Tadesse,UGR0144,bag4eJkW,0913981297,Computer Science,4,Male
Eden Gebre,UGR0145,vCA4LxX0,0959288432,Computer Science,4,Male
Ruth Bekele,UGR0146,964KUes0,0991357909,Software Engineering,3,Male
Daniel Gebre,UGR0147,XDdfczMl,0964590130,Information Technology,3,Male
Eden Tesfaye,UGR0148,X1OeAcCB,0992679037,Computer Science,4,Female
Samuel Tadesse,UGR0149,l0oaBCqq,0919328446,Software Engineering,3,Female
Eden Abraham,UGR0150,5iPzNo8x,0948543575,Information Technology,2,Male
Samuel Bekele,UGR0151,hJQhgNwl,0993335917,Information Technology,1,Male
Mikiyas Gebre,UGR0152,Spg4x5kk,0926881854,Software Engineering,2,Female
Mikiyas Abraham,UGR0153,1IwcAH7G,0941186765,Software Engineering,4,Male
Mikiyas Gebre,UGR0154,ohabsI6w,0988495923,Software Engineering,3,Female
Sara Bekele,UGR0155,vbFtC4jg,0921045538,Information Technology,3,Female
Eden Tadesse,UGR0156,4wWfeojk,0912224590,Computer Science,1,Female
Abel Gebre,UGR0157,M9I71gDw,0954548397,Information Technology,4,Male
Mikiyas Gebre,UGR0158,5KTmoflv,0981480534,Computer Science,3,Female
Daniel Alemu,UGR0159,m0ECDSms,0940675131,Computer Science,4,Female
Yonatan Alemu,UGR0160,9yQcS7NZ,0912204535,Software Engineering,2,Male
Yonatan Bekele,UGR0161,Acsz3qky,0922053262,Computer Science,3,Male
Hana Tesfaye,UGR0162,srKR5HG1,0916109351,Electrical Engineering,4,Female
Eden Kebede,UGR0163,ZJfkLklX,0968473657,Information Technology,3,Female
Hana Alemu,UGR0164,EDvPi9k6,0937439701,Computer Science,3,Female
Ruth Gebre,UGR0165,7y6rJIkf,0978277809,Information Technology,4,Female
Mikiyas Mekonnen,UGR0166,TLtQ1tEf,0967441966,Information Technology,1,Male
Yonatan Abraham,UGR0167,pQKZkiJ9,0940615553,Computer Science,1,Female
Ruth Bekele,UGR0168,UGiWHA3i,0994580341,Information Technology,2,Female
Samuel Kebede,UGR0169,Ibb98Jbr,0947211041,Electrical Engineering,1,Male
Meron Mekonnen,UGR0170,mbwuemdx,0916292904,Information Technology,1,Male
Daniel Alemu,UGR0171,tTUt5Eeq,0937707672,Software Engineering,3,Male
Yonatan Tesfaye,UGR0172,TA51tcey,0977388331,Computer Science,1,Male
Meron Kebede,UGR0173,4eD2x5mO,0921548261,Computer Science,4,Female
Sara Mekonnen,UGR0174,WsqYvJMK,0985141063,Information Technology,1,Male
Mikiyas Tadesse,UGR0175,14mTYmbR,0920109623,Electrical Engineering,4,Female
Mikiyas Abraham,UGR0176,FmWo5Lw5,0960275863,Electrical Engineering,2,Female
Hana Alemu,UGR0177,QZwIslz5,0928368655,Electrical Engineering,3,Female
Sara Gebre,UGR0178,uZffqy5h,0974200173,Software Engineering,3,Female
Yonatan Tesfaye,UGR0179,4QaxZXbf,0992908974,Computer Science,1,Male
Daniel Tesfaye,UGR0180,k6AePySe,0999984056,Electrical Engineering,1,Male
Samuel Bekele,UGR0181,OT1jFJeu,0976706211,Software Engineering,1,Male
Sara Bekele,UGR0182,97qtAqNS,0958278108,Information Technology,4,Female
Daniel Gebre,UGR0183,r6EzcXV7,0935378858,Electrical Engineering,1,Female
Daniel Mekonnen,UGR0184,DqMocFwI,0973490921,Software Engineering,1,Female
Samuel Mekonnen,UGR0185,7V7RXKmM,0928193221,Software Engineering,1,Female
Daniel Alemu,UGR0186,MVlf9oAO,0921857350,Software Engineering,2,Female
Hana Abraham,UGR0187,uhqIldMO,0966695337,Information Technology,4,Male
Yonatan Tesfaye,UGR0188,0BKmDG9P,0932562208,Information Technology,2,Male
Eden Abraham,UGR0189,5jy7cAlo,0916897492,Software Engineering,3,Female
Ruth Mekonnen,UGR0190,3unJzB5n,0958681832,Information Technology,2,Female
Ruth Alemu,UGR0191,VAx4z3aY,0932508533,Software Engineering,2,Female
Abel Alemu,UGR0192,XdPAkThV,0973003971,Information Technology,1,Female
Abel Tadesse,UGR0193,cybPfnFa,0939615098,Information Technology,4,Male
Hana Mekonnen,UGR0194,4HgRlXnm,0934909438,Computer Science,2,Female
Abel Bekele,UGR0195,CkBIEWdf,0924653509,Information Technology,2,Male
Abel Mekonnen,UGR0196,lftrfI8e,0970297079,Computer Science,3,Female
Samuel Abraham,UGR0197,nPiaTU9J,0957261191,Electrical Engineering,2,Female
Mikiyas Abraham,UGR0198,HjtRatEi,0971633326,Software Engineering,1,Male
Mikiyas Bekele,UGR0199,8V5mZ0QS,0921433973,Information Technology,3,Male
Hana Bekele,UGR0200,XTO6AXFV,0988119675,Software Engineering,4,Male
